Date,Open,High,Low,Close,Adj Close,Volume
2022-02-22,285.000000,291.540009,284.500000,287.720001,287.720001,41736100
2022-02-23,290.179993,291.700012,280.100006,280.269989,280.269989,37811200
2022-02-24,272.510010,295.160004,271.519989,294.589996,294.589996,56989700
2022-02-25,295.140015,297.630005,291.649994,297.309998,297.309998,32546700
2022-02-28,294.309998,299.140015,293.000000,298.790009,298.790009,34585700
2022-03-01,296.399994,299.970001,292.149994,294.950012,294.950012,31217800
2022-03-02,295.359985,301.470001,293.700012,300.190002,300.190002,31873000
2022-03-03,302.890015,303.130005,294.049988,295.920013,295.920013,27314500
2022-03-04,294.290009,295.660004,287.170013,289.859985,289.859985,32356500
2022-03-07,288.529999,289.690002,278.529999,278.910004,278.910004,43157200
2022-03-08,277.799988,283.959991,270.000000,275.850006,275.850006,48159500
2022-03-09,283.440002,289.600006,280.779999,288.500000,288.500000,35204500
2022-03-10,283.019989,286.600006,280.579987,285.589996,285.589996,30628000
2022-03-11,287.959991,289.510010,279.429993,280.070007,280.070007,27192600
2022-03-14,280.339996,285.399994,275.820007,276.440002,276.440002,30660700
2022-03-15,280.350006,287.820007,278.730011,287.149994,287.149994,34245100
2022-03-16,289.109985,294.570007,283.200012,294.390015,294.390015,37826300
2022-03-17,293.290009,295.609985,289.369995,295.220001,295.220001,30816600
2022-03-18,295.369995,301.000000,292.730011,300.429993,300.429993,43317000
2022-03-18,295.369995,301.000000,292.730011,300.429993,300.429993,39978077
